,accession,oxytolerance,domain,phylum,class,order,family
1635,RS_GCF_000297115.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Caloramatoraceae
1636,RS_GCF_007991735.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
1637,RS_GCF_002563695.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
1638,RS_GCF_001465545.3,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1639,RS_GCF_000013725.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae
1640,RS_GCF_002008345.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1641,RS_GCF_001565895.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1642,RS_GCF_000975135.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Demequinaceae
1643,RS_GCF_007830495.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1644,GB_GCA_014635285.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae
1645,RS_GCF_001548475.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1646,RS_GCF_000616095.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,f__Sneathiellaceae
1647,RS_GCF_001403635.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1648,RS_GCF_003719725.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
1649,GB_GCA_014640175.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1650,RS_GCF_900105535.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1651,RS_GCF_900167605.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Caloramatoraceae
1652,RS_GCF_000147875.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae
1653,RS_GCF_000016785.1,anaerobe,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Thermotogales,f__Thermotogaceae
1654,RS_GCF_014203395.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
1655,RS_GCF_900129865.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
1656,RS_GCF_010093135.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1657,RS_GCF_000227665.2,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thiomicrospiraceae
1658,RS_GCF_001955715.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1659,RS_GCF_008064635.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae
1660,RS_GCF_000577895.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1661,GB_GCA_014651855.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae
1662,RS_GCF_003116135.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1663,GB_GCA_014638845.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
1664,RS_GCF_002860125.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226
1665,RS_GCF_000332495.1,aerobe,d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae
1666,RS_GCF_003367315.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae
1667,RS_GCF_000731955.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae
1668,RS_GCF_001623875.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1669,RS_GCF_001983105.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
1670,RS_GCF_006546775.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1671,RS_GCF_004357995.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1672,RS_GCF_000442275.2,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1673,RS_GCF_000686725.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1674,GB_GCA_001311805.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
1675,RS_GCF_000237825.1,anaerobe,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae
1676,RS_GCF_003586265.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
1677,GB_GCA_000308255.3,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae
1678,RS_GCF_900102815.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
1679,RS_GCF_000633595.2,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1680,RS_GCF_000425185.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae
1681,GB_GCA_014646255.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
1682,RS_GCF_000936425.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae
1683,RS_GCF_003570885.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1684,RS_GCF_009827315.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1685,RS_GCF_002201235.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1686,RS_GCF_900112525.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae
1687,RS_GCF_000159095.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae
1688,RS_GCF_004011805.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1689,RS_GCF_003515705.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
1690,RS_GCF_900109925.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226
1691,RS_GCF_004343075.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1692,RS_GCF_000422565.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae
1693,RS_GCF_900129345.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1694,RS_GCF_003990045.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1695,RS_GCF_900101115.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1696,RS_GCF_900188165.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1697,RS_GCF_007845635.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
1698,GB_GCA_014652235.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1699,RS_GCF_900103885.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
1700,RS_GCF_014174355.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1701,RS_GCF_003130585.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae
1702,RS_GCF_001592365.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
1703,RS_GCF_900107965.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
1704,GB_GCA_014652555.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1705,RS_GCF_000409775.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae
1706,RS_GCF_002088945.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae
1707,RS_GCF_000246895.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1708,RS_GCF_010093345.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1709,RS_GCF_000021925.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae
1710,RS_GCF_900156495.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
1711,RS_GCF_000165735.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae
1712,RS_GCF_902763085.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae
1713,RS_GCF_000255135.1,anaerobe,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Petrotogales,f__Petrotogaceae
1714,RS_GCF_900105385.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae
1715,RS_GCF_000375485.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae
1716,RS_GCF_005843925.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1717,RS_GCF_003316635.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1718,RS_GCF_000143985.1,anaerobe,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__DSM-16054,f__Sediminispirochaetaceae
1719,RS_GCF_003987335.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1720,RS_GCF_900112315.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1721,RS_GCF_007991655.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
1722,RS_GCF_007827555.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Aeribacillaceae
1723,RS_GCF_000425525.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
1724,RS_GCF_014207425.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Salinicoccaceae
1725,RS_GCF_002127965.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1726,RS_GCF_004919045.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1727,RS_GCF_004000985.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae
1728,RS_GCF_011326735.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
1729,RS_GCF_000812865.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
1730,RS_GCF_005938195.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Reconcilibacillaceae
1731,RS_GCF_004153455.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1732,RS_GCF_000715505.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1733,RS_GCF_004122035.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae
1734,RS_GCF_001642835.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1735,RS_GCF_000372885.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae
1736,RS_GCF_000429545.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1737,RS_GCF_003318295.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_G,f__UBA6769
1738,RS_GCF_003722355.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
1739,RS_GCF_001676155.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
1740,RS_GCF_000376785.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae
1741,RS_GCF_003568865.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae
1742,RS_GCF_001591965.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
1743,RS_GCF_002078015.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
1744,RS_GCF_012163135.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1745,RS_GCF_001570925.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1746,RS_GCF_001590925.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
1747,RS_GCF_003096355.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
1748,RS_GCF_008831155.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1749,RS_GCF_003254505.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae
1750,RS_GCF_900099735.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1751,RS_GCF_900116615.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
1752,RS_GCF_900116285.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1753,RS_GCF_000192575.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1754,RS_GCF_000702905.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae
1755,RS_GCF_003574035.1,aerobe,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae
1756,RS_GCF_001562115.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1757,GB_GCA_000632805.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
1758,RS_GCF_000745975.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae
1759,RS_GCF_002051585.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae
1760,RS_GCF_004341245.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae
1761,RS_GCF_000484635.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1762,RS_GCF_000277645.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
1763,RS_GCF_001552785.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae
1764,RS_GCF_003019675.1,anaerobe,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae
1765,RS_GCF_003945345.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae
1766,RS_GCF_013408745.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1767,RS_GCF_900167225.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae
1768,RS_GCF_001277345.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae
1769,RS_GCF_003583935.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
1770,RS_GCF_009827055.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
1771,RS_GCF_000787855.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
1772,RS_GCF_000423785.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae
1773,RS_GCF_900115785.1,aerobe,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae
1774,RS_GCF_002564025.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae
1775,RS_GCF_002998925.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae
1776,RS_GCF_009733795.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Beutenbergiaceae
1777,RS_GCF_011046555.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1778,RS_GCF_003324525.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1779,RS_GCF_003675385.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1780,RS_GCF_902760805.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae
1781,RS_GCF_003601925.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
1782,RS_GCF_000739995.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1783,RS_GCF_000735695.2,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
1784,RS_GCF_002925905.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
1785,RS_GCF_001580995.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1786,RS_GCF_003111605.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae
1787,RS_GCF_000717475.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfonatronaceae
1788,RS_GCF_000423505.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1789,RS_GCF_002157875.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae
1790,RS_GCF_002744735.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae
1791,RS_GCF_001591165.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae
1792,GB_GCA_014635325.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
1793,RS_GCF_007993735.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1794,RS_GCF_000231405.2,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae
1795,RS_GCF_003194565.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Kangiellaceae
1796,RS_GCF_000092845.1,anaerobe,d__Bacteria,p__Spirochaetota,c__Brachyspirae,o__Brachyspirales,f__Brachyspiraceae
1797,RS_GCF_001263415.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Thermincolia,o__Thermincolales,f__Thermincolaceae
1798,RS_GCF_002807055.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1799,RS_GCF_014197055.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
1800,RS_GCF_011762045.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae
1801,RS_GCF_000241525.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1802,RS_GCF_002029235.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
1803,RS_GCF_000819865.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae
1804,RS_GCF_003958645.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
1805,RS_GCF_001189915.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1806,RS_GCF_009696605.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Sporanaerobacteraceae
1807,GB_GCA_014643595.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
1808,RS_GCF_013409865.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1809,RS_GCF_011758765.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
1810,RS_GCF_000192475.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1811,RS_GCF_002959915.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae
1812,RS_GCF_002920915.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1813,RS_GCF_001046895.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1814,RS_GCF_000615445.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
1815,RS_GCF_900108025.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
1816,RS_GCF_003050755.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1817,RS_GCF_001553005.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Gemellaceae
1818,RS_GCF_001639295.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae
1819,RS_GCF_002287175.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae
1820,RS_GCF_009765695.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Defluviitaleaceae
1821,RS_GCF_000280055.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1822,RS_GCF_009749395.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1823,RS_GCF_009429125.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae
1824,RS_GCF_013302405.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
